,budget,popularity,runtime,revenue,rating,totalVotes
847,24000000,2.818802,102,2642983,5.8,38
848,6400000,1.856101,140,18000000,6.8,54
850,6000000,9.424157,121,48027970,7.5,951
851,15000000,2.936443,90,2042530,4,31
854,2196531,0.947509,107,2411594,5.4,15
856,7000000,11.37237,109,10000000,5.8,55
857,59000000,17.328902,81,383257136,7.2,6967
858,9750000,11.387338,99,558000,6.1,175
859,13000000,5.53202,115,8038508,7.1,315
860,24000000,4.197544,89,14782676,5.9,76
861,17000000,12.01525,91,97542952,6.4,2530
865,50000000,5.91265,114,9448082,6.7,197
866,151000,1.879162,91,8000000,7,25
868,88000000,6.363884,144,108539911,7.5,1030
869,31000000,15.672195,125,28000000,6.5,418
870,4000000,6.737142,85,6101046,6.1,144
873,50000000,6.752119,135,10382407,5.7,194
874,15000000,16.018525,100,146497771,6.1,2280
875,36000000,7.926621,95,50159144,6.6,337
877,50000000,9.995617,84,38502340,6,627
879,13000000,11.29356,93,48065672,5.7,978
880,7700000,6.914615,123,1072602,6,202
881,200000000,17.285093,108,1025491110,6.5,8056
882,57000000,9.421301,95,149217355,4.7,1893
883,25000000,14.31675,117,77278331,6.5,2155
887,20000000,10.680121,128,54586584,7.3,1060
888,5000000,6.719949,95,368744044,6.3,1072
891,37000000,10.722672,110,37962774,5.1,390
893,25000000,6.570918,100,13000000,6.4,171
894,50000000,6.824871,113,100020092,6.1,376
896,12000000,14.21769,104,114194847,6.8,2039
897,20000000,8.157587,121,18432000,7,497
899,12000000,1.323587,185,19000000,7.2,45
900,20000000,11.112153,93,16863583,5,439
902,185000000,12.577266,122,786636033,5.8,4153
904,100000000,13.473381,90,202026112,6,1083
905,16000000,8.34322,96,92823546,7.4,1780
906,250000000,20.58258,165,1084939099,7.7,13165
907,31000000,14.004074,161,128499205,7.3,536
908,9600000,6.133745,121,2541554,6.6,250
911,3500000,1.333969,105,1492523,7.2,55
912,25000000,11.829231,105,2054941,5.9,405
913,50000000,7.66124,121,50068310,6.6,363
914,9000000,8.475983,120,4600000,7,463
916,6500000,8.344282,98,28451622,6.9,297
918,940000,0.739665,138,5100000,6.5,16
921,5000000,6.585405,96,11642254,5.2,374
923,7000000,7.218957,127,191125,6.8,49
925,5000000,7.392294,91,75143,5.9,134
926,40000000,7.473718,123,96618699,6.2,773
927,195000000,11.606061,114,197687603,5.6,3266
929,5000000,9.841623,116,42365581,6.7,389
930,28000000,10.445141,102,58795814,5.2,528
931,143149,0.091951,94,645135,7.5,2
932,57000000,11.626116,115,159055768,6.5,1564
933,163000000,10.958669,119,174822325,5.5,2935
934,40000000,49.247505,122,171539887,6.9,5117
938,1500000,5.875708,90,1938,6.3,76
939,558000,1.41344,89,2227000,6.8,17
940,8000000,5.052049,112,18948425,6.8,134
941,180000000,19.467404,97,758539785,7.1,7651
942,2000000,12.792394,85,4635300,6.9,1290
944,16000000,4.136356,120,11301649,6.3,79
945,35000000,4.386145,114,43650785,5.5,103
946,100000000,12.845045,103,278731369,6.1,2927
948,44000000,11.924462,96,300400432,6.4,1466
949,13000000,1.884204,100,8475466,5.9,35
950,40000000,5.996407,120,8251071,4.5,16
951,25530000,4.557006,95,20080020,5.4,134
953,17000000,7.812646,111,73244881,5.6,1003
955,13000000,5.138409,95,1832541,6.4,20
957,2600000,3.501564,103,1479042,4.7,76
958,50000000,10.246173,118,142851197,7.2,4244
961,250000000,19.083723,153,933959197,7.6,9712
962,19000000,9.262184,118,141407024,6.6,2730
963,11000000,8.888718,101,807535,5.5,52
964,800000,11.322173,121,921548,8,264
965,25000000,9.304901,93,36400360,5.9,248
967,3000000,5.254847,106,15119639,7.1,169
968,60000000,6.22229,91,163403799,5.1,1604
969,80000000,14.75562,103,274470394,6.1,4384
970,4200000,2.031919,146,10000000,5.7,22
971,13000000,14.90169,112,318000141,7.5,5435
972,8500000,12.421754,138,70600000,7.7,694
973,11000000,9.659244,106,78874843,7.4,2524
974,17000000,16.574021,96,33000000,6.7,1048
975,20000000,8.16645,88,39300000,5.4,205
976,80000000,9.034884,126,39459427,6.5,423
978,60000000,9.471838,148,66976317,6.3,652
980,80000000,8.967638,113,91188905,5.3,603
981,1000000,1.795849,94,1744858,6.6,37
982,6700000,4.987123,96,12118661,6,179
983,26000000,11.890138,115,61489265,6.4,680
984,35000000,13.963892,118,46216641,5.8,1789
986,19000000,2.727017,117,19738015,6.3,31
988,31000000,14.505987,157,134095253,7.6,1253
989,20000000,4.15656,84,1675706,3.3,28
992,609000,7.122093,101,3202000,7.7,114
993,22000000,9.763928,115,28744356,6.8,330
995,6000000,4.664474,141,1530216,5.9,110
996,15000000,9.285519,120,77000000,6.6,311
997,1200000,23.508433,103,103911669,7.4,4454
998,60000000,6.504927,92,164433867,5.7,1031
1000,6788000,7.88101,103,13878334,6.1,156
1001,10500000,8.253705,100,42070000,6.4,409
1002,20000000,10.448481,106,21284514,6.7,301
1004,1000000,10.766409,104,4235151,7.3,334
1005,73000000,8.884406,118,151493655,6.7,1462
1006,2000000,0.717595,90,30,3.8,5
1008,3000000,8.122042,86,19472057,5.9,380
1009,25000000,11.338194,130,56505065,7.5,879
1010,35000000,17.310647,125,140795793,5.8,1656
1012,17000000,11.03595,112,115350426,7.3,3906
1013,12000000,5.914833,114,22750363,7.4,256
1015,9200000,0.882864,157,21000000,6.1,14
1016,40000000,12.589019,99,114830111,6.7,1191
1017,27000000,9.644085,109,29000000,6.2,1037
1018,30000000,12.727269,118,47042000,6.8,6418
1019,10000000,6.703892,92,6272403,5.2,361
1021,75000000,12.287636,114,108000000,6.6,992
1024,4000000,10.714173,94,20045115,7.8,1969
1026,32000000,14.958098,111,27635305,6.9,1745
1028,137731,1.78367,83,1778391,3.9,11
1029,53000000,8.657365,116,157387195,7.1,763
1030,1800000,5.550496,93,21107746,6.9,580
1031,2000000,7.636625,90,11125849,7.9,470
1032,5000000,7.66414,106,40266982,7.3,361
1035,15000000,6.617708,115,30127963,6.6,176
1036,280379,8.913793,90,364937,6.3,80
1037,30000000,8.599342,92,35078241,6.4,226
1038,135000000,13.047776,112,245623848,5.9,1727
1040,40000000,6.475665,130,5446000,6.4,128
1041,56000000,7.81645,95,113006880,5.9,1479
1042,100000000,18.932203,131,347451894,6.5,3272
1044,2000000,3.462653,123,38135878,6.5,55
1045,14000000,14.260779,119,320145693,6.7,553
1047,15000000,10.527141,111,76286096,7.1,598
1048,5000000,8.466725,97,26888376,6.9,616
1049,60000000,12.789812,130,218340595,6.4,3967
1050,68000000,10.466306,121,29762011,5.8,362
1052,50000000,4.909738,114,10541523,6.1,125
1054,17000000,6.590093,98,14899417,6.8,292
1056,2500000,3.750365,90,107559,6,60
1057,55000000,15.214342,94,187361754,5.8,1426
1059,40000000,12.189038,130,191185897,6.4,702
1060,23000000,11.076971,163,43984230,7.6,599
1062,1200000,0.584397,85,1404,4.6,9
1063,180000000,18.13542,143,748806957,7,5275
1065,85000000,12.16276,122,311312624,6.6,3241
1066,12000000,7.594102,84,9584131,6.6,866
1067,6500000,8.254209,114,51079064,6.7,136
1069,2900000,4.919716,113,5596708,8,260
1070,20000000,6.496913,108,6819587,6.7,202
1072,4500000,6.874828,102,7390108,8,4475
1073,4500000,8.786269,95,123820,4.8,135
1075,800000,7.974726,91,1984662,6.1,489
1077,20000000,3.782547,96,22471595,5.2,90
1079,7000000,6.868022,95,6860853,6.9,474
1080,25000000,7.308162,83,80936232,5.6,402
1081,15000000,13.183804,110,120207127,7.1,2155
1083,15000000,4.643981,88,52970014,5.6,357
1087,11000000,7.915368,95,72778712,6.3,475
1090,15000000,14.14078,108,36869414,7.6,7551
1091,5000000,1.962873,90,1189612,5,34
1093,6000000,41.109264,175,245066411,8.6,9368
1094,85000000,14.043416,136,194168700,6.9,2333
1095,58000000,14.686036,130,352194034,6.8,1836
1096,10000000,5.13955,93,26330482,6.5,206
1097,12000000,2.162781,90,80000000,5.8,59
1098,38000000,8.898988,110,112343513,6,1859
1099,15000000,3.96986,96,40590000,6.2,85
1102,27000000,3.104943,124,14859394,6.7,87
1103,30000000,7.645827,113,33013805,6.7,478
1104,13500000,8.969705,90,3342697,5.5,126
1106,7200000,5.553737,99,2300000,6.3,38
1107,20000000,8.801032,100,8352885,6,797
1108,95000000,15.297821,102,114178613,5.3,1462
1109,9000000,19.827546,87,44196684,6.4,1108
1112,42000000,11.214779,90,60845711,5.3,467
1113,5600000,8.853168,85,18469680,6.5,852
1114,17000000,10.250997,105,12355798,5.9,494
1115,14000000,9.781451,125,185438673,6.7,786
1116,40000000,13.02535,86,38172500,6.9,373
1117,40000000,12.520688,114,141069860,5.9,1371
1118,62000000,6.318445,106,107879496,6.6,296
1119,39000000,10.296047,87,35287788,6.8,1575
1120,8500000,9.099731,97,32222567,6.9,817
1121,4000000,8.16339,96,31584901,6.5,720
1122,8000000,6.040486,98,59612888,6.8,295
1123,44000000,11.342024,125,63327201,6.2,2643
1124,105000000,20.151037,100,408579038,5.8,2225
1125,60000000,13.214068,104,105178561,6.3,683
1126,220000000,89.887648,143,1519557910,7.6,17988
1127,75000000,7.116537,99,14010690,5.1,234
1128,350000,10.421679,85,29400000,7.3,1563
1129,2600000,11.600224,91,2850263,6.1,35
1131,3537415,9.117054,162,1390172,7.1,452
1132,100000000,9.615691,121,230884728,6.7,2996
1133,2000000,6.536006,118,11540607,7.5,587
1135,26000000,6.866634,99,36800000,4.6,186
1137,22000000,6.760321,116,15400000,6.6,1025
1139,100000,8.003815,96,444098,6.5,405
1140,20000000,39.39497,116,229400000,8.4,6712
1142,19000000,10.874079,95,8247943,6.4,295
1143,878000,13.916101,102,10462500,8.1,2356
1145,12000000,6.829528,98,84500122,5.1,457
1148,17000000,11.454835,97,129042871,7.1,4401
1149,300000,7.90622,88,2750275,7.1,170
1150,2000000,9.551293,153,9250000,7.4,774
1151,150000000,5.587707,144,709709780,6.7,6171
1152,22000000,7.719173,175,50750000,7.2,312
1153,8000000,8.762536,95,60641,6.9,68
1154,27000000,9.848674,117,16519460,5.9,203
1155,3200000,6.72639,105,5332926,6.9,502
1156,300000,1.687901,88,1750211,7.3,40
1157,3500000,6.261686,96,7339398,6.8,66
1158,90000000,10.338222,106,174578751,5.9,2883
1159,32000000,9.796962,93,147332697,7.2,4185
1160,13000000,15.295949,125,2636637,6.6,206
1162,3400000,5.101153,94,31063038,6.5,133
1163,19000000,1.418221,93,2119994,5.6,16
1164,30000000,6.34785,105,53898845,6.3,362
1165,16000000,7.404835,124,34786960,7.1,46
1166,1250000,14.605464,92,8500000,6.8,141
1167,10000000,17.046052,97,30658387,5.3,144
1168,3250000,1.393391,107,32788,6.7,10
1169,4000000,16.861533,77,87404651,7.2,2647
1171,30000000,13.371056,92,54819301,5.2,201
1176,18000000,9.309967,117,25005257,7.1,628
1177,80000000,10.796939,129,96105964,6.3,665
1180,10500000,11.548303,99,100659,5.1,151
1181,85000000,11.03897,88,222231186,6,2975
1182,90000000,24.30526,126,263920180,7.4,5862
1183,9000000,7.720692,102,8303261,5.1,285
1184,12000000,16.274653,125,307166834,7.6,6755
1187,747000,2.775402,107,44566,7.2,76
1189,1119000,0.948775,103,2019000,4.5,2
1191,20000000,9.830382,109,46089287,6.7,2765
1192,15000000,7.603652,97,64256513,6.9,408
1193,10000000,3.492576,89,598645,4.6,101
1195,100000000,11.174041,115,94882889,6.4,1095
1196,30000000,7.566321,124,82150642,7.2,611
1197,5000000,1.845554,99,846704,3.6,28
1199,65000,2.799356,99,416498,5.8,78
1200,13000000,7.17548,119,51723285,6.7,164
1201,25000000,14.723646,117,71009334,5.1,1021
1203,62000000,7.879924,116,127666415,6.3,514
1205,6000000,10.124544,99,50244700,7.1,1219
1207,23000000,9.327986,89,51881013,3.7,381
1208,6000000,14.044122,100,213954274,7.3,2712
1209,10000000,14.014025,103,83557872,7.8,4433
1210,52000000,6.906145,112,75450437,6,1271
1211,18000000,4.558075,338,871279,7,77
1212,5000000,9.069963,135,13269963,7.1,126
1217,55000000,14.178281,108,330444045,6.6,3039
1218,7000000,4.896196,101,3218666,6.7,171
1219,5000000,4.800426,106,1296184,5.6,137
1220,15000000,7.942084,94,20566327,5.9,609
1222,200000000,13.693002,106,559852396,5.9,3727
1223,20000000,8.129407,82,80547866,4.2,603
1224,100000000,23.247298,124,142337240,6.2,2505
1226,28000000,6.062425,91,10126458,4.9,228
1227,1750000,4.250819,109,2200000,6.2,13
1228,20000000,6.612175,105,16974459,6.4,474
1229,150000000,12.533525,109,215283742,5.9,2665
1230,15000,12.706424,86,193355800,5.9,2507
1231,26000000,11.519662,116,109449237,6.3,3374
1233,15000000,5.764399,123,21032267,5.3,58
1234,28000000,11.476443,136,186438883,7.4,1237
1235,7000000,15.280219,90,7644937,6.1,414
1236,60000000,8.810961,127,80154140,6.9,548
1237,11000000,8.046375,109,4491986,3.7,57
1238,1500000,6.466688,93,30553394,5.5,546
1239,1000000,5.760319,98,9138338,6.9,284
1241,13800000,11.613655,119,52293982,6.8,507
1242,26000000,4.920175,94,38793283,5,127
1243,105000000,18.50194,91,716392705,7.2,8979
1244,21000000,13.217421,92,43928932,6.6,2642
1245,1200000,5.39865,115,2736000,6.7,21
1246,11800000,8.364201,118,40272135,7.4,1786
1247,1500000,8.504511,78,30448000,7.1,1778
1248,72000000,9.997032,125,96889998,6.6,1201
1249,225000000,12.490891,150,419651413,6.5,3234
1250,5000000,3.531682,94,5476060,6.2,72
1251,7500000,5.795045,93,296000000,6,1037
1256,36000000,17.714247,109,44350926,5.9,395
1259,1500000,4.948569,96,418961,6.2,157
1260,5000000,5.59686,120,3099314,7.2,745
1262,5000000,1.155075,97,2970,5.1,26
1263,15000000,3.4949,97,4627375,5.2,85
1264,60000000,11.328316,109,31720158,6.6,383
1266,16000000,10.264597,93,68411275,6.2,261
1267,7000000,9.107829,108,46488,5.8,108
1268,10000000,6.426937,100,25605015,6.2,196
1269,802000,6.165341,104,4371000,6.7,22
1270,260000000,14.670353,132,284139100,6.1,3132
1271,120000,1.62632,87,14904,5.3,24
1272,6000000,15.11549,139,102272727,7.6,2387
1273,13000000,6.236729,99,16929123,6.5,163
1274,25000000,7.492912,132,8613462,6.8,191
1275,230000,4.788002,89,25000000,6.1,287
1276,18000000,4.918419,120,40239,6.5,109
1278,5000000,5.587765,109,16554699,5.6,132
1279,1000000,1.896218,93,2228115,5.5,25
1281,9000000,8.832907,90,46,6.9,805
1282,4000000,5.757907,143,6000000,6.1,120
1283,4000000,2.999052,92,350006,6.2,67
1284,2000000,4.126083,105,21665468,6.6,117
1285,50000000,14.383185,106,41482207,6.4,1133
1286,22000000,9.737907,117,67642693,6.5,335
1287,700000,11.118844,112,2594000,6.9,110
1288,1700000,11.644764,93,8844595,5.7,333
1290,15000000,4.079853,96,12308521,4.8,27
1291,8000000,11.842837,163,27187653,6.9,108
1292,45000000,6.922458,106,11203026,6.1,250
1293,40000000,7.001645,90,151161491,6.3,1047
1294,24000000,4.233081,134,21049053,5.8,101
1295,20500000,16.603041,99,87987055,4.3,486
1296,28000000,6.000716,99,33000337,4.7,260
1297,10700000,1.060709,89,1238080,2.9,7
1300,35000000,10.430238,97,116980662,6.3,3894
1302,44000000,4.393576,219,3484331,6.7,103
1303,1500000,8.168694,129,9600000,8,420
1305,18000000,7.263988,114,25739015,6.9,1304
1306,25000000,7.637345,98,64437847,6.5,440
1308,7000000,13.546984,114,3646994,5.9,42
1309,61000000,154.801009,145,369330363,7.9,9623
1311,3900000,6.997888,120,28350000,7.6,150
1312,30000000,17.955897,90,90259536,7.1,1733
1313,33000000,19.628834,112,49100000,5.9,1177
1314,5000000,15.909181,91,6341855,5.2,297
1315,5000000,8.405672,124,26010864,8,1349
1316,2200000,9.094477,92,21930418,5.1,366
1317,722083,0.817488,120,499168,8.2,10
1318,8000000,6.963023,113,11715321,6.5,94
1319,30000000,12.130803,84,495303,6.3,1170
1320,110000000,20.547925,114,470490832,6.1,4833
1321,65000000,18.860681,123,128905366,5.8,1940
1327,25000000,6.196929,114,27122040,6.1,654
1332,150000000,4.351756,150,836297228,6,4652
1334,120000000,7.888013,119,227817248,5.5,1774
1337,1200000,4.928139,85,2600000,6.8,199
1338,12000000,12.01334,103,7070330,6.1,203
1339,6000000,1.822246,99,4588176,5.1,14
1340,35000000,13.955376,91,68349884,5.5,930
1341,30000000,9.524298,104,196114570,7.1,2241
1343,7000000,14.054862,96,20256975,5.2,80
1345,40000000,10.855502,121,149295601,7.4,2173
1347,80000000,11.341084,102,169852759,5.3,820
1348,6000000,5.253453,92,14717854,5.8,122
1349,30000000,13.413895,130,15395087,6.4,418
1351,38000000,10.307277,90,29907685,5,222
1352,55000000,5.304043,100,11466088,5.1,91
1353,30000000,7.575696,112,102820008,6.8,2332
1355,85000000,7.680762,145,162242962,7.5,1204
1356,25000,3.985181,95,25000,5.9,59
1359,11000000,9.003792,94,3639345,5.1,329
1362,35000000,6.332878,102,155545279,6.3,971
1364,5700000,8.075698,110,19300483,7.4,509
1366,11000000,9.056173,94,593683,5.9,647
1367,1200000,6.486117,99,7000000,7.1,271
1368,6000000,0.651625,82,9000000,5.9,18
1369,8000000,7.030308,122,49000000,6.9,96
1370,16000000,6.62363,114,50007546,4.8,171
1373,35000000,7.759429,96,2106557,5.3,527
1374,23000000,5.307984,98,12803305,6.7,250
1375,20000000,14.753931,115,41627431,6.5,1002
1377,37000000,7.387171,115,165335153,6.7,2233
1378,12000000,4.926507,116,6754898,5.8,123
1379,3800000,10.083019,122,17804565,7.2,115
1380,325000,0.867549,118,1600000,8.4,15
1381,2883848,11.845107,122,25000000,8.2,1444
1382,800000,7.271526,100,867714,6.6,263
1383,116000000,7.240753,108,178127760,5.9,729
1384,20000000,5.762343,105,132675402,5.6,304
1385,21000000,5.484379,91,970816,6.4,441
1386,55000000,7.991168,125,9450897,5.9,137
1387,5000000,10.996308,83,205703818,5.9,1130
1389,44000000,9.198283,147,165615285,7.5,1314
1390,31000000,10.163266,118,68106245,7.1,750
1392,165000000,13.697597,108,471222889,7.3,7188
1393,50000000,7.579855,83,151165787,6,398
1394,190000000,22.296076,130,209154322,6.2,4399
1396,85000000,11.526339,85,149044513,6.1,1114
1397,62000000,10.618141,137,1060056,7.1,556
1398,55000000,12.202063,116,18626419,5.9,326
1399,50000000,16.075615,116,62788218,7.1,3924
1400,125000000,16.83711,92,346864462,6.7,1758
1401,45000000,9.510762,111,212000000,6.4,1792
1403,27000000,4.631978,117,44352417,6.1,440
1404,3000000,0.129004,94,6804016,5.4,5
1405,30000000,8.047735,111,36894225,6.2,1558
1407,70000000,11.898185,99,218613188,7.1,1755
1408,11000000,4.890067,86,23978402,4.2,71
1410,13000000,14.017754,132,3500605,7.4,846
1411,13000000,8.611077,94,68572378,6.7,1696
1412,15000000,14.421528,103,108286421,6.9,4359
1414,40000000,14.840318,119,65754228,6.6,554
1417,40000000,12.637158,128,176997168,6.9,613
1418,2800000,8.173864,87,26279000,6,31
1419,700000,0.712844,85,1179676,6.3,17
1420,3000000,1.017103,80,1449945,3.9,18
1422,32000000,13.332387,155,57284237,7.3,546
1423,24000000,6.562982,89,30551495,5.2,219
1425,270000000,13.284712,154,391081192,5.5,2194
1426,46000000,7.420019,99,107196498,5.7,473
1427,25000000,11.746053,104,119772232,5.8,264
1428,60000000,8.259952,87,78309131,5.5,1074
1429,30000000,6.212898,98,102000000,6.2,208
1430,13000000,6.361343,129,23727301,6.9,260
1431,5000000,13.336773,97,9760104,7.6,2867
1432,38000000,8.450799,96,205298907,6.5,1843
1433,645180,5.841931,103,14743391,7.7,351
1434,250000,0.386717,97,23859,5.5,3
1435,22500000,9.615664,112,15520023,6.8,653
1438,5200000,6.700173,99,2459895,6.2,80
1439,26000000,12.638573,90,90426405,6.1,1833
1441,3500000,6.488277,72,3775000,6.3,810
1442,10000000,12.928712,129,443684,5.3,437
1443,2410000,9.110348,100,10755447,5.5,98
1445,18000000,7.69684,94,25312387,5.9,250
1447,5000000,0.619657,94,3000000,4.7,13
1448,5000000,7.007993,91,5129058,6.8,279
1450,60000000,8.905732,127,87784194,6.8,773
1451,22000000,10.77166,97,413454,5.9,163
1452,25000000,11.299673,170,65884703,8.1,5032
1454,40000000,9.530278,135,31670620,6.9,268
1455,13000000,2.62835,95,3752426,4.5,44
1456,800000,2.46167,105,6792000,8,31
1458,4361898,2.873356,92,3031801,6.1,40
1459,3500000,6.097684,103,4159678,6.7,778
1460,116000000,9.86738,170,102000000,7.1,2479
1462,8000000,8.172013,101,6491240,7,1215
1463,950000,9.62025,103,7022209,6.8,1311
1464,5000000,1.792402,125,55635037,4.4,32
1465,4200000,8.803869,114,32000000,6.2,325
1466,50000000,10.337211,88,224803475,5.9,4353
1467,35000000,11.736241,108,57120318,6,1226
1468,210000,3.424057,80,5000000,6.7,61
1469,6000000,13.293569,115,1317657,6.9,139
1470,4000000,1.760091,72,1730000,6.2,37
1471,6000000,6.714577,110,102308889,7.6,974
1472,20000000,5.990572,112,153698625,6,769
1473,6500000,23.242452,99,255273813,5.6,3067
1474,3705538,7.404329,112,62548947,7,291
1475,12000000,8.816951,91,37170057,6,110
1476,12000000,8.025118,106,11293663,7.1,848
1477,95000000,9.785895,118,226497209,6.1,3882
1478,20000000,12.763976,107,4634062,4.4,224
1480,1752000,11.709777,110,5000000,8.4,951
1481,12000000,13.065315,107,43493123,6.2,721
1482,33000000,7.418574,105,62022014,5.2,801
1483,23000000,12.21459,101,79799880,6.5,906
1485,3000000,5.493697,139,2807390,7.6,314
1486,25000000,13.72021,87,10736401,6,70
1491,5500000,2.942711,123,22159216,6.9,74
1492,25000000,8.88057,107,147780440,6.2,2361
1493,7000000,5.701278,90,13818181,2.9,159
1494,3000000,10.893224,87,11947954,5.4,717
1495,45000000,3.733574,103,2154540,4.5,22
1496,70000000,6.753746,116,202466756,5.6,1959
1497,5000000,10.510468,90,38610009,5.3,245
1498,65000000,0.948759,95,240159255,5.7,2204
1499,650000,7.814255,98,33245,6.2,400
1500,72000000,11.211568,106,408247917,6.5,2625
1501,18000000,7.521346,122,26828365,7.5,592
1502,12000000,12.159818,110,81272766,6.3,559
1505,28000000,7.954623,108,16374328,5.7,1111
1508,30000000,2.899809,140,13130349,6.8,42
1510,68000000,10.97633,116,118063304,6,494
1511,30000000,21.946943,81,373554033,7.9,9395
1513,10000000,6.370105,101,1631839,5.3,50
1514,10000000,17.602928,97,52882018,5.8,1054
1515,65000000,19.083823,157,84785914,7.4,3841
1516,25000000,8.338562,109,163670000,6.8,1913
1517,800000,11.84696,93,14000000,5.7,376
1519,8000000,9.609879,103,82703,7.5,467
1521,130000000,10.747642,100,243843127,5.1,3883
1523,18000000,9.746725,105,1831348,6.6,114
1524,88000000,21.14796,105,243637091,5.6,4171
1525,777000,8.152085,86,2437000,6.6,393
1526,42000000,8.371005,115,63781810,6.1,302
1527,2000000,3.3924,85,2260622,4.8,85
1528,12000000,4.726238,106,21026290,6.6,435
1530,10000000,7.176601,96,47410000,5.6,227
1531,36000000,9.244469,84,189712432,5.8,995
1532,15000000,11.239012,107,59389433,7.2,1937
1535,850000,3.334942,107,819939,7.1,103
1536,14000000,8.093442,106,16002420,7.3,888
1538,4798235,9.336568,107,209696,6.4,747
1539,10000000,3.033797,98,1759252,7.1,91
1542,4000000,5.099557,100,29456000,6.4,205
1545,20000000,10.038613,98,51416464,6.2,953
1547,90000000,11.605735,87,182290266,5.3,929
1548,500000,0.482527,157,500000,6.1,6
1549,2500000,1.216497,84,230069,5.4,22
1550,145000000,12.256689,102,609123048,7.7,5085
1552,30000000,8.040589,138,135130999,7.4,630
1555,17500000,7.481125,110,19179969,5.8,243
1556,7000000,6.904831,91,560069,6.8,430
1557,75000000,8.940007,129,142400065,6,1479
1558,27220000,12.388833,105,5496951,6.3,726
1559,22000000,11.275132,105,9479718,5.2,316
1560,1200000,8.471302,81,760883,6.2,62
1561,7000000,7.791952,98,19595031,6.4,175
1563,6000000,12.457908,108,30471,7.3,1212
1564,15000000,7.492658,140,35485608,6.9,2599
1565,28000000,13.143061,130,133346506,7.3,4258
1567,2000000,11.276024,108,22179430,6.7,211
1568,70000000,3.062626,101,11263966,5,57
1571,40000000,6.417385,101,84601681,6.2,765
1572,9100000,4.23908,183,76000000,7,131
1573,450000,2.333661,84,973525,6.3,62
1575,10500000,4.668541,89,11582891,4.9,86
1576,4000000,11.609441,102,119723856,7.4,3195
1577,1000000,2.301183,96,16000000,6.4,26
1578,28000000,17.26045,117,96188903,7.1,7079
1580,1300000,6.636872,105,10750000,7.4,369
1581,10000000,0.524432,127,25800,7.7,6
1582,25000000,1.466461,87,12000000,5.5,39
1583,9000000,6.484495,114,28607524,7.2,212
1584,17000000,7.19669,95,20455276,5.8,197
1586,44500000,14.238234,120,232324128,7.2,4868
1587,30000000,8.032638,91,15556340,4.6,334
1588,35000000,8.155604,112,23083334,6.2,570
1591,31000000,5.418428,103,53208180,6.3,659
1592,1250000,8.731331,101,11000000,7.6,192
1593,45000000,6.84109,109,92374674,6.7,934
1594,12000000,6.140116,89,40855419,5.7,533
1596,10000000,6.638116,89,26488734,6.1,715
1597,16000000,9.101896,89,66468332,5.5,812
1598,150000000,1.456541,107,373062864,6.2,6085
1599,2000000,0.570293,90,696681,5.3,6
1600,50000000,6.496271,88,6808550,5,116
1601,70000000,16.316318,92,215529201,6.2,3552
1603,20000000,13.591485,108,17280326,5.7,345
1604,4520000,3.372304,101,7175592,6.1,56
1605,6000000,7.217205,111,5809330,7.5,425
1606,11000000,12.293202,109,161789,6.6,145
1607,40000000,13.256679,111,240978,6.1,111
1608,50000000,17.126768,114,159773545,6.3,2603
1610,15000000,3.550711,94,9902115,5.3,94
1611,73000000,11.604533,98,103891409,5.9,529
1612,14000000,8.30721,98,154864401,7,879
1613,50000000,9.930326,130,38955598,7.4,837
1614,19000000,10.187278,93,40846082,5.5,353
1615,30000000,11.589835,112,210819611,7.3,5121
1616,18000000,6.303384,122,11500000,6.3,45
1618,891000,0.179246,89,229000,6.8,6
1619,43000000,10.536255,136,80049764,7.1,497
1620,55000000,15.178338,134,127600435,6,530
1621,662141,1.233446,98,1606624,7.1,12
1622,400000,0.218588,97,43719,6,2
1624,85000000,14.048694,93,252712101,7.5,3488
1625,45000000,13.53003,105,73762516,6.1,1894
1628,1800000,6.694959,104,41158757,7.5,699
1630,260000000,39.186819,149,604942143,6,3026
1631,15000000,9.895652,107,34533783,7.5,2269
1632,3000000,1.412333,73,19010585,5.7,25
1633,30000000,7.554848,84,133949270,6.5,341
1634,7000000,11.789813,119,200182160,7.1,1819
1635,30000000,4.655727,101,13273595,4.5,105
1637,25000000,6.851628,92,4152230,6,272
1639,17000000,5.772293,101,78247647,5.8,373
1640,4600000,4.342418,186,25000000,7.5,100
1641,4500000,7.522655,86,1261000,6.6,179
1642,110000000,17.159576,119,333011068,6.2,1448
1643,61000000,41.225769,132,311256926,6.6,5987
1644,1000000,7.666558,129,34522221,7,116
1646,20000000,17.136672,104,35739755,6.5,927
1647,15000000,15.388875,100,78054825,7.5,6288
1648,500000,0.321515,95,10300,6,1
1649,7000000,7.738924,106,2697930,7.4,363
1650,1400000,12.06308,138,63463,8.2,628
1652,5000000,1.564774,100,4710749,6.4,29
1653,20000000,9.502332,98,11341016,6.3,42
1655,22000000,13.966833,121,12000000,7.4,157
1656,18000000,4.19356,141,62000000,6.3,138
1657,12500000,9.543004,100,49002684,6,293
1659,20000000,1.057387,93,8178569,5.9,44
1660,4000000,12.410427,136,13275000,8,1732
1661,14000000,5.355452,126,35856053,6.7,111
1662,360000,1.345165,113,36000000,6.3,18
1663,25000000,10.932786,94,15502112,6.2,459
1664,48000000,8.781588,93,90383208,5.8,805
1665,16400000,19.905716,129,235860116,8.3,5295
1666,18000000,11.720358,127,5887457,7.5,1056
